Date,Action,Ticker,Price,Reason,Balance
2025-01-02,BUY,TSLA,379.2799987792969,AI預測 31.4%,0.0
2025-01-14,SELL,TSLA,396.3599853515625,⏰ 到期 (12天),1045.0326582662865
2025-01-14,BUY,TSLA,396.3599853515625,AI預測 23.2%,0.0
2025-01-27,SELL,TSLA,397.1499938964844,⏰ 到期 (13天),1047.1155747065536
2025-01-27,BUY,TSLA,397.1499938964844,AI預測 5.6%,0.0
2025-02-07,SELL,TSLA,361.6199951171875,🛑 止損 (-8.9%),953.4380834239938
2025-02-07,BUY,AMD,107.55999755859375,AI預測 11.2%,0.0
2025-02-19,SELL,AMD,114.69000244140625,⏰ 到期 (12天),1016.6401877803947
2025-02-19,BUY,V,352.5911865234375,AI預測 7.7%,0.0
2025-03-03,SELL,V,359.1322021484375,⏰ 到期 (12天),1035.50015821483
2025-03-03,BUY,AMD,98.2300033569336,AI預測 11.8%,0.0
2025-03-17,SELL,AMD,104.58999633789062,⏰ 到期 (14天),1102.5445796030265
2025-03-17,BUY,COST,911.6139526367188,AI預測 5.6%,0.0
2025-03-31,SELL,COST,940.625,⏰ 到期 (14天),1137.6317707616054
2025-03-31,BUY,INTC,22.709999084472656,AI預測 10.7%,0.0
2025-04-04,SELL,INTC,19.850000381469727,🛑 止損 (-12.6%),994.3633638906559
2025-04-04,BUY,MU,64.59258270263672,AI預測 21.8%,0.0
2025-04-09,SELL,MU,77.71669006347656,💰 止盈 (+20.3%),1196.4009817927824
2025-04-09,BUY,MU,77.71669006347656,AI預測 18.2%,0.0
2025-04-10,SELL,MU,69.9120864868164,🛑 止損 (-10.0%),1076.2538760167497
2025-04-14,BUY,MU,70.88016510009766,AI預測 13.5%,0.0
2025-04-28,SELL,MU,78.40532684326172,⏰ 到期 (14天),1190.5169351150998
2025-04-28,BUY,MU,78.40532684326172,AI預測 8.5%,0.0
2025-05-12,SELL,MU,92.10830688476562,💰 止盈 (+17.5%),1398.5848108292948
2025-05-12,BUY,NFLX,111.0,AI預測 10.0%,0.0
2025-05-27,SELL,NFLX,121.15699768066406,⏰ 到期 (15天),1526.5615917284401
2025-05-27,BUY,NFLX,121.15699768066406,AI預測 9.4%,0.0
2025-06-09,SELL,NFLX,122.44599914550781,⏰ 到期 (13天),1542.8028337993157
2025-06-09,BUY,TSLA,308.5799865722656,AI預測 11.0%,0.0
2025-06-23,SELL,TSLA,348.67999267578125,⏰ 到期 (14天),1743.2902462821903
2025-06-23,BUY,TSLA,348.67999267578125,AI預測 11.3%,0.0
2025-06-30,SELL,TSLA,317.6600036621094,🛑 止損 (-8.9%),1588.2000620925915
2025-06-30,BUY,TSLA,317.6600036621094,AI預測 6.7%,0.0
2025-07-14,SELL,TSLA,316.8999938964844,⏰ 到期 (14天),1584.4002524123005
2025-07-14,BUY,NFLX,126.19499969482422,AI預測 7.5%,0.0
2025-07-28,SELL,NFLX,117.45999908447266,⏰ 到期 (14天),1474.730794784573
2025-07-28,BUY,AMZN,232.7899932861328,AI預測 5.8%,0.0
2025-08-04,SELL,AMZN,211.64999389648438,🛑 止損 (-9.1%),1340.808336771861
2025-08-04,BUY,AMZN,211.64999389648438,AI預測 8.7%,0.0
2025-08-18,SELL,AMZN,231.49000549316406,⏰ 到期 (14天),1466.4953375637867
2025-08-18,BUY,AAPL,230.4507598876953,AI預測 3.5%,0.0
2025-09-02,SELL,AAPL,229.28298950195312,⏰ 到期 (15天),1459.0641196026459
2025-09-02,BUY,NVDA,170.7608642578125,AI預測 3.4%,0.0
2025-09-15,SELL,NVDA,177.74009704589844,⏰ 到期 (13天),1518.6980889416398
2025-09-15,BUY,GOOGL,251.44552612304688,AI預測 18.4%,0.0
2025-09-29,SELL,GOOGL,243.89047241210938,⏰ 到期 (14天),1473.066552721594
2025-09-29,BUY,GOOGL,243.89047241210938,AI預測 13.0%,0.0
2025-10-13,SELL,GOOGL,243.9904022216797,⏰ 到期 (14天),1473.670115700672
2025-10-13,BUY,MU,192.69215393066406,AI預測 32.0%,0.0
2025-10-27,SELL,MU,220.01112365722656,⏰ 到期 (14天),1682.5999992300913
2025-10-27,BUY,MU,220.01112365722656,AI預測 30.2%,0.0
2025-11-10,SELL,MU,253.1977081298828,💰 止盈 (+15.1%),1936.4041982174938
2025-11-10,BUY,MU,253.1977081298828,AI預測 21.8%,0.0
2025-11-18,SELL,MU,228.40773010253906,🛑 止損 (-9.8%),1746.8155250797276
2025-11-18,BUY,MU,228.40773010253906,AI預測 19.2%,0.0
2025-11-20,SELL,MU,201.28868103027344,🛑 止損 (-11.9%),1539.4145937558803
2025-11-20,BUY,MU,201.28868103027344,AI預測 14.9%,0.0
2025-11-28,SELL,MU,236.38450622558594,💰 止盈 (+17.4%),1807.8202746368825
2025-11-28,BUY,GOOGL,319.970703125,AI預測 17.5%,0.0
2025-12-10,SELL,GOOGL,320.2099914550781,⏰ 到期 (12天),1809.1722430839131
2025-12-10,BUY,MU,263.6034851074219,AI預測 7.4%,0.0
2025-12-12,SELL,MU,241.04261779785156,🛑 止損 (-8.6%),1654.331745054304
2025-12-12,BUY,MU,241.04261779785156,AI預測 10.0%,0.0
2025-12-24,SELL,MU,286.5642395019531,💰 止盈 (+18.9%),1966.7572595108577
2025-12-24,BUY,MU,286.5642395019531,AI預測 11.7%,0.0
2026-01-05,SELL,MU,312.1499938964844,⏰ 到期 (12天),2142.358263610196
2026-01-05,BUY,MU,312.1499938964844,AI預測 10.4%,0.0
2026-01-16,SELL,MU,362.75,💰 止盈 (+16.2%),2489.6379154898045
2026-01-16,BUY,MU,362.75,AI預測 14.4%,0.0
2026-01-28,SELL,MU,435.2799987792969,💰 止盈 (+20.0%),2987.4282255418148
2026-01-28,BUY,MU,435.2799987792969,AI預測 27.1%,0.0
2026-02-04,SELL,MU,379.3999938964844,🛑 止損 (-12.8%),2603.9107096934194
2026-02-04,BUY,MU,379.3999938964844,AI預測 30.1%,0.0
