Date,Action,Ticker,Price,Reason,Profit_USD,Profit_Pct,Balance
2025-01-02,BUY,AVGO,229.9025115966797,AI信心 70.8%,0.0,0.0,6700.0
2025-01-03,BUY,TSLA,410.44000244140625,AI信心 64.6%,0.0,0.0,3397.9858295198387
2025-01-06,BUY,NVDA,149.38912963867188,AI信心 76.5%,0.0,0.0,76.90381341731927
2025-01-07,SELL,TSLA,394.3599853515625,🏃 弱勢反彈止盈,-133.28633647404513,-4.036516186563286,3245.6316474234354
2025-01-07,SELL,NVDA,140.10166931152344,📉 強勢回調止盈,-210.34595449925018,-6.333657328526419,6356.367709026705
2025-01-07,BUY,TSLA,394.3599853515625,AI信心 65.8%,0.0,0.0,3186.0961329210386
2025-01-10,SELL,AVGO,222.3011932373047,📉 強勢回調止盈,-113.04251447760544,-3.4255307417456193,6373.053618443433
2025-01-15,BUY,AVGO,225.95816040039062,AI信心 78.1%,0.0,0.0,3134.646421790322
2025-01-22,BUY,NFLX,95.39900207519531,AI信心 55.6%,0.0,0.0,0.0
2025-01-24,SELL,TSLA,406.5799865722656,🏃 弱勢反彈止盈,94.17497709108466,2.9705649762273167,3264.4465531967508
2025-01-27,SELL,AVGO,200.31985473632812,🛑 ATR止損,-371.21841253324646,-11.462993687665348,6131.635337316615
2025-01-27,BUY,META,657.8057250976562,AI信心 58.5%,0.0,0.0,3055.0253490067707
2025-02-04,BUY,AMZN,242.05999755859375,AI信心 55.7%,0.0,0.0,0.0
2025-02-07,SELL,AMZN,229.14999389648438,🏃 弱勢反彈止盈,-166.82974813568399,-5.460830241226069,2888.1956008710868
2025-02-10,BUY,AVGO,232.9351043701172,AI信心 55.8%,0.0,0.0,0.0
2025-02-11,SELL,NFLX,100.80799865722656,⏰ 到期,173.61688717477682,5.538643400668368,3308.263308965099
2025-02-11,BUY,NFLX,100.80799865722656,AI信心 58.1%,0.0,0.0,157.33853429595683
2025-02-18,SELL,META,714.1181640625,⏰ 到期,259.2065679904099,8.425070742645763,3493.155090596211
2025-02-19,BUY,JPM,273.6391296386719,AI信心 71.3%,0.0,0.0,338.0576484648341
2025-02-20,SELL,AVGO,224.70945739746094,🏃 弱勢反彈止盈,-105.92034459982733,-3.6673535742482786,3120.3329047360935
2025-02-20,SELL,JPM,261.4392395019531,🛑 ATR止損,-144.5772720998134,-4.582339365155914,6130.853074767657
2025-02-21,SELL,NFLX,100.31500244140625,📉 強勢回調止盈,-19.39965100481095,-0.6156811854338217,9262.378198431988
2025-02-21,BUY,NFLX,100.31500244140625,AI信心 58.1%,0.0,0.0,6205.793392949432
2025-02-25,SELL,NFLX,97.7239990234375,🏃 弱勢反彈止盈,-82.89587278935187,-2.7120422976867067,9179.482325642637
2025-05-01,BUY,NFLX,113.34700012207031,AI信心 61.5%,0.0,0.0,6150.253158180567
2025-05-09,BUY,DIS,104.78121185302734,AI信心 80.3%,0.0,0.0,3115.734840366144
2025-05-12,BUY,TSLA,318.3800048828125,AI信心 75.4%,0.0,0.0,65.53078407631392
2025-05-21,SELL,NFLX,119.46299743652344,⏰ 到期,159.3437624153512,5.260208244622561,3254.1037139537357
